0,0.999999
1,0.977215
2,0.956125
3,0.938184
4,0.920484
5,0.90526
6,0.892359
7,0.882458
8,0.872153
9,0.864459
10,0.858714
11,0.85588
12,0.854274
13,0.854528
14,0.857558
15,0.861788
16,0.866559
17,0.874374
18,0.886269
19,0.898973
20,0.91558
21,0.931945
22,0.952735
23,0.974334
