0,0.999894
1,0.682133
2,0.470099
3,0.318728
4,0.224227
5,0.164421
6,0.127324
7,0.103481
8,0.0937214
9,0.100079
10,0.12421
11,0.163216
12,0.22406
13,0.31913
14,0.462641
15,0.684933
