0,0.999988
1,0.68142
2,0.470589
3,0.324758
4,0.231507
5,0.166107
6,0.119796
7,0.100262
8,0.0953908
9,0.100038
10,0.121203
11,0.161873
12,0.226636
13,0.319967
14,0.466332
15,0.680469
