0,0.999998
1,0.98269
2,0.969731
3,0.959156
4,0.949466
5,0.942912
6,0.93697
7,0.933864
8,0.93361
9,0.933671
10,0.936761
11,0.943421
12,0.951341
13,0.960055
14,0.971485
15,0.984624
